Application_ID,Applicant_Age,Business_Type,Business_Age,Monthly_Business_Revenue,Monthly_Business_Expenses,Monthly_Business_Profit,Existing_Business_EMI,Loan_Amount,Loan_Tenure,Number_of_Employees,Business_Registration,GST_Registration,Annual_Turnover,Business_Location_Type,Loan_Purpose,Collateral_Available,Loan_Approval
BL101210,43,Transport,2.6,337900,132000,202700,60800,1973000,5,4,Registered,Yes,3934000,Urban,Working Capital,Yes,Approved
BL101211,23,Wholesale,3.0,362800,210400,169700,19500,2564000,3,1,Registered,Yes,4137000,Semi Urban,Business Expansion,Yes,Rejected
BL101212,44,Education,13.7,113800,58100,57400,13900,1271000,7,1,Registered,No,1310000,Urban,New Branch,No,Approved
BL101213,37,Healthcare,3.7,64900,54100,10800,1400,100000,1,1,Registered,Yes,840000,Urban,Equipment Purchase,Yes,Rejected
BL101214,24,Retail,4.0,132300,73400,57400,8500,1188000,3,1,Registered,Yes,1702000,Semi Urban,Equipment Purchase,No,Rejected
BL101215,43,IT Services,0.8,209000,115000,99200,2700,2633000,2,2,Registered,Yes,2511000,Semi Urban,Inventory,Yes,Rejected
BL101216,44,Other Services,7.3,145000,86400,58000,7100,1014000,3,0,Registered,Yes,1646000,Urban,New Branch,Yes,Approved
BL101217,33,Construction,5.3,290600,229200,69600,0,552000,2,3,Registered,No,3758000,Rural,Inventory,No,Approved
BL101218,46,Retail,3.1,89400,71000,17700,9200,187000,3,1,Registered,No,1017000,Urban,Technology Upgrade,No,Rejected
BL101219,28,Retail,8.0,513100,295200,210700,80400,4377000,5,1,Registered,Yes,6139000,Semi Urban,Working Capital,No,Approved
BL101220,23,Construction,3.0,318300,197800,110500,62800,2299000,7,0,Registered,Yes,3809000,Rural,Technology Upgrade,Yes,Rejected
BL101221,38,Healthcare,14.6,157800,103700,55400,20600,526000,5,3,Registered,Yes,1934000,Rural,Inventory,Yes,Approved
BL101222,32,Healthcare,2.6,125700,108200,12700,3100,267000,3,0,Registered,No,1551000,Semi Urban,Working Capital,No,Rejected
BL101223,29,Restaurant,5.3,181500,75000,108900,0,1457000,3,2,Registered,Yes,2259000,Semi Urban,Equipment Purchase,Yes,Approved
BL101224,45,Healthcare,1.8,395800,196100,187500,67000,1588000,3,1,Registered,Yes,4991000,Urban,Inventory,Yes,Rejected
BL101225,42,Other Services,14.1,156500,151800,3100,1300,100000,5,0,Registered,Yes,1805000,Urban,Working Capital,Yes,Rejected
BL101226,55,Wholesale,3.0,140200,116800,23000,700,516000,7,0,Registered,Yes,1796000,Rural,Equipment Purchase,Yes,Rejected
BL101227,44,Wholesale,2.1,198200,96400,105200,30100,1294000,10,1,Registered,No,2427000,Urban,Business Expansion,No,Rejected
BL101228,45,Manufacturing,11.9,93600,90800,2400,500,100000,2,0,Registered,Yes,1231000,Rural,Working Capital,Yes,Rejected
BL101229,32,Manufacturing,12.0,379000,289200,94800,18200,715000,10,2,Registered,Yes,4599000,Semi Urban,Business Expansion,No,Approved
BL101230,23,Retail,3.0,288600,200500,89300,25400,1113000,5,3,Registered,Yes,3681000,Urban,Business Expansion,No,Approved
BL101231,58,Manufacturing,12.6,342300,298500,47700,13000,796000,3,2,Registered,Yes,3780000,Urban,Technology Upgrade,No,Rejected
BL101232,44,Retail,7.0,456500,258500,211400,11200,3718000,2,1,Registered,Yes,4973000,Urban,Working Capital,Yes,Approved
BL101233,54,Transport,7.6,123700,76300,45400,15800,946000,5,0,Registered,Yes,1393000,Rural,Equipment Purchase,No,Rejected
BL101234,29,Retail,2.1,200600,138400,62400,0,843000,5,0,Registered,Yes,2285000,Semi Urban,Equipment Purchase,Yes,Approved
BL101235,49,Other Services,2.6,187800,140000,40100,11000,397000,7,2,Registered,Yes,2411000,Urban,Inventory,No,Rejected
BL101236,43,Education,10.1,514300,372300,155000,38200,4530000,3,3,Registered,Yes,5880000,Urban,Working Capital,Yes,Approved
BL101237,50,Restaurant,4.2,155000,109500,44100,3900,387000,3,2,Registered,No,1722000,Urban,Business Expansion,Yes,Approved
BL101238,45,Education,0.9,67900,42700,25100,9800,154000,5,0,Registered,Yes,748000,Urban,Equipment Purchase,No,Rejected
BL101239,38,IT Services,7.3,150800,109500,40000,0,761000,5,0,Registered,Yes,1667000,Urban,Equipment Purchase,Yes,Approved
BL101240,43,Education,5.3,338300,241900,91100,22100,881000,7,4,Registered,Yes,4189000,Urban,Working Capital,Yes,Approved
BL101241,37,Construction,3.4,273700,185800,91400,21100,1998000,5,3,Registered,Yes,3200000,Urban,Technology Upgrade,Yes,Approved
BL101242,48,Retail,1.1,187900,121300,68300,30000,1488000,2,3,Unregistered,No,2114000,Rural,Working Capital,Yes,Rejected
BL101243,33,Construction,4.8,158200,96900,59200,17800,1070000,3,0,Registered,No,1722000,Semi Urban,Business Expansion,Yes,Rejected
BL101244,34,Transport,5.0,243900,119400,132400,0,1865000,3,3,Registered,No,3188000,Rural,Business Expansion,No,Approved
BL101245,39,Healthcare,5.6,279200,241500,41900,5500,944000,10,2,Registered,Yes,3109000,Urban,Technology Upgrade,Yes,Approved
BL101246,46,Construction,0.3,226400,176000,57200,25400,1156000,3,0,Registered,No,2739000,Semi Urban,Inventory,Yes,Approved
BL101247,40,Construction,9.0,161200,130700,24100,4300,306000,1,0,Registered,Yes,1948000,Urban,New Branch,Yes,Rejected
BL101248,37,Transport,7.0,195100,103300,88900,3000,777000,5,1,Registered,No,2298000,Urban,Technology Upgrade,Yes,Approved
BL101249,50,Education,1.3,143200,88100,57600,11100,528000,3,0,Unregistered,No,1761000,Semi Urban,Inventory,Yes,Rejected
BL101250,45,Healthcare,8.5,369700,248000,111900,50500,2206000,3,3,Registered,Yes,4298000,Rural,Business Expansion,Yes,Approved
BL101251,36,Construction,7.9,183700,133400,48400,3500,818000,5,0,Registered,No,2038000,Urban,New Branch,No,Approved
BL101252,31,Retail,6.9,113400,65800,45000,1900,1001000,10,1,Registered,Yes,1306000,Urban,Business Expansion,No,Approved
BL101253,38,Other Services,3.5,771200,698300,77500,12900,549000,7,8,Registered,Yes,10139000,Urban,Inventory,Yes,Approved
BL101254,34,Education,10.5,128400,102000,25300,2600,742000,2,0,Registered,No,1598000,Urban,Business Expansion,Yes,Approved
BL101255,33,Wholesale,13.0,116300,81800,31900,9900,618000,2,0,Registered,No,1343000,Urban,Working Capital,No,Rejected
BL101256,47,Education,4.9,96600,69500,30300,4500,336000,10,2,Registered,Yes,1080000,Semi Urban,Equipment Purchase,Yes,Rejected
BL101257,50,Wholesale,1.8,131600,85700,47400,12000,516000,2,1,Registered,Yes,1625000,Rural,Inventory,Yes,Approved
BL101258,39,Wholesale,2.5,311100,184000,130400,58000,3522000,2,2,Registered,No,3630000,Urban,New Branch,No,Rejected
BL101259,40,Healthcare,2.2,77000,28200,46200,2700,370000,7,1,Registered,Yes,876000,Semi Urban,Business Expansion,Yes,Rejected
BL101260,33,IT Services,6.7,219000,173900,48400,17200,415000,3,3,Registered,Yes,2596000,Urban,Inventory,Yes,Approved
BL101261,30,Construction,7.1,140100,96300,45100,15100,1116000,1,1,Registered,Yes,1604000,Urban,Inventory,Yes,Rejected
BL101262,47,Healthcare,0.4,122200,101900,15600,200,448000,5,1,Registered,Yes,1410000,Rural,Inventory,No,Rejected
BL101263,29,Education,3.1,70000,52900,19700,8000,327000,3,0,Registered,Yes,800000,Urban,Equipment Purchase,Yes,Rejected
BL101264,34,Transport,6.9,193600,130900,69300,1100,577000,3,0,Registered,Yes,2382000,Semi Urban,Equipment Purchase,No,Approved
BL101265,34,Restaurant,6.5,71100,49200,21200,0,478000,5,0,Registered,Yes,912000,Semi Urban,Business Expansion,Yes,Rejected
BL101266,44,Healthcare,3.3,168000,98200,64000,4700,802000,10,0,Registered,Yes,2041000,Rural,Inventory,Yes,Approved
BL101267,38,Retail,5.7,244000,128000,110500,8800,3180000,2,2,Registered,Yes,3128000,Urban,Business Expansion,Yes,Approved
BL101268,35,Transport,15.0,51300,28300,21900,3200,605000,2,0,Registered,Yes,634000,Rural,Equipment Purchase,Yes,Rejected
BL101269,52,Construction,5.7,301400,167300,135600,4600,3676000,7,1,Registered,Yes,3678000,Urban,Working Capital,No,Approved
BL101270,55,Education,2.2,60700,39700,20500,5800,124000,2,1,Registered,Yes,796000,Urban,Business Expansion,No,Rejected
BL101271,44,IT Services,4.2,591000,462000,121300,21900,3463000,10,3,Registered,Yes,7489000,Semi Urban,Working Capital,Yes,Rejected
BL101272,41,Construction,11.8,176900,136000,43000,9800,964000,3,2,Registered,Yes,1991000,Urban,Business Expansion,Yes,Approved
BL101273,35,Wholesale,3.9,118400,57100,61000,18400,437000,5,1,Registered,No,1447000,Semi Urban,Working Capital,Yes,Approved
BL101274,40,Transport,5.0,224800,178000,51000,21900,1185000,2,3,Registered,Yes,2493000,Semi Urban,Working Capital,No,Rejected
BL101275,29,Construction,9.0,115800,80900,34700,4700,974000,3,0,Registered,Yes,1251000,Rural,Equipment Purchase,Yes,Approved
BL101276,49,Retail,2.2,46300,35700,12100,1300,173000,5,0,Registered,Yes,547000,Urban,Business Expansion,Yes,Rejected
BL101277,39,Construction,6.3,393600,294000,117100,37500,2611000,10,2,Registered,Yes,4504000,Urban,Working Capital,No,Approved
BL101278,34,Retail,4.2,161400,74600,87500,34000,1223000,3,1,Registered,No,2100000,Semi Urban,Inventory,No,Approved
BL101279,37,Other Services,7.4,208000,146800,59800,12700,1300000,7,3,Registered,No,2688000,Semi Urban,Business Expansion,No,Rejected
BL101280,46,Retail,4.1,180000,156800,22900,4800,427000,2,1,Registered,Yes,2229000,Semi Urban,Working Capital,Yes,Rejected
BL101281,38,Other Services,1.5,120800,63500,59800,10100,544000,1,3,Registered,No,1313000,Urban,Equipment Purchase,No,Approved
BL101282,33,Manufacturing,2.0,101700,56900,46500,5000,287000,7,0,Registered,Yes,1125000,Semi Urban,Working Capital,No,Approved
BL101283,23,IT Services,3.0,307900,129800,166200,23400,4045000,5,5,Registered,No,3515000,Semi Urban,Working Capital,No,Rejected
BL101284,39,Wholesale,6.1,270300,168000,105200,19800,1191000,2,2,Registered,Yes,3340000,Urban,Inventory,Yes,Approved
BL101285,43,IT Services,4.7,193700,94700,97400,29100,1541000,1,3,Registered,Yes,2346000,Urban,Working Capital,No,Approved
BL101286,36,Construction,16.0,367000,208500,160400,52200,4403000,7,0,Registered,No,4038000,Rural,Working Capital,Yes,Rejected
BL101287,33,Transport,7.6,190100,135400,54600,3400,1437000,2,1,Registered,No,2383000,Semi Urban,Equipment Purchase,No,Approved
BL101288,30,Restaurant,3.8,388700,305500,79900,16700,1702000,3,4,Registered,Yes,4239000,Urban,Working Capital,Yes,Approved
BL101289,37,Construction,6.9,481900,206100,259500,24000,3281000,7,3,Registered,Yes,6037000,Urban,Working Capital,Yes,Approved
BL101290,30,IT Services,10.0,380600,236100,132300,21400,1189000,5,0,Registered,Yes,4974000,Semi Urban,Technology Upgrade,Yes,Rejected
BL101291,30,Transport,10.0,254300,165200,87600,19200,902000,7,1,Registered,Yes,2975000,Urban,Working Capital,Yes,Rejected
BL101292,36,Construction,4.0,108500,71900,36300,12500,1045000,1,1,Registered,Yes,1387000,Urban,Working Capital,Yes,Rejected
BL101293,57,Transport,6.4,259400,203300,55700,10000,1177000,3,0,Registered,No,3413000,Semi Urban,Business Expansion,Yes,Rejected
BL101294,61,Retail,4.9,149600,117300,33000,8800,525000,2,1,Registered,No,1651000,Semi Urban,Technology Upgrade,No,Rejected
BL101295,51,Construction,24.5,306200,243500,57500,2300,1648000,3,1,Registered,Yes,3375000,Urban,Inventory,No,Approved
BL101296,46,IT Services,10.0,524000,372900,136200,4100,2559000,5,2,Registered,Yes,6288000,Rural,Business Expansion,Yes,Approved
BL101297,23,Retail,2.7,188300,121900,70000,11300,1097000,7,3,Registered,No,2472000,Semi Urban,Business Expansion,Yes,Approved
BL101298,64,Manufacturing,10.5,101500,62300,40300,28200,364000,2,0,Registered,Yes,1258000,Urban,Working Capital,Yes,Rejected
BL101299,44,Manufacturing,1.1,302800,229700,68700,5600,552000,3,1,Registered,Yes,3433000,Rural,Working Capital,No,Rejected
BL101300,30,Education,1.0,197800,112800,88400,19700,1951000,3,1,Registered,Yes,2288000,Urban,Working Capital,Yes,Approved
BL101301,64,Transport,6.5,499700,285500,204000,53300,1495000,2,2,Registered,No,5450000,Urban,Working Capital,Yes,Rejected
BL101302,39,Retail,6.4,205400,153000,53200,10900,424000,2,1,Registered,Yes,2311000,Urban,Working Capital,No,Approved
BL101303,48,Healthcare,6.6,190600,148100,43300,4800,1259000,7,1,Registered,Yes,2417000,Semi Urban,Business Expansion,No,Rejected
BL101304,37,Construction,8.8,210600,143300,64600,18300,1307000,7,2,Registered,Yes,2773000,Semi Urban,Working Capital,No,Approved
BL101305,45,Wholesale,4.4,239100,182300,59100,3700,1623000,1,0,Registered,Yes,3112000,Urban,Working Capital,No,Approved
BL101306,46,Healthcare,10.8,60500,39000,19900,5100,200000,10,0,Registered,Yes,694000,Urban,Equipment Purchase,Yes,Rejected
BL101307,48,Construction,4.0,122200,80700,41400,4700,1192000,5,1,Registered,No,1592000,Semi Urban,Business Expansion,No,Rejected
BL101308,52,Wholesale,6.7,386200,281000,104900,36700,2409000,2,5,Registered,Yes,4365000,Urban,Business Expansion,Yes,Approved
BL101309,41,Construction,3.0,134400,77700,53700,0,729000,5,3,Registered,No,1523000,Urban,Equipment Purchase,No,Approved
BL101310,42,Retail,4.9,195300,151000,46700,8600,1295000,3,1,Registered,No,2170000,Rural,Working Capital,No,Rejected
BL101311,40,Wholesale,3.9,173300,112400,64800,2100,552000,2,1,Registered,Yes,2167000,Rural,Equipment Purchase,Yes,Rejected
BL101312,31,Restaurant,4.9,131600,86500,44900,14500,1234000,2,0,Registered,Yes,1501000,Semi Urban,New Branch,No,Rejected
BL101313,32,Manufacturing,9.0,180500,124800,56000,18300,1224000,5,0,Registered,Yes,2155000,Rural,New Branch,Yes,Approved
BL101314,37,IT Services,10.5,107700,84900,22200,0,404000,1,1,Registered,Yes,1247000,Rural,Business Expansion,Yes,Rejected
BL101315,51,IT Services,11.5,81800,32200,49100,700,1332000,7,0,Registered,Yes,908000,Semi Urban,Working Capital,Yes,Approved
BL101316,44,Manufacturing,4.1,225000,115900,106700,36300,675000,5,1,Registered,No,2531000,Urban,Inventory,No,Approved
BL101317,39,Other Services,7.4,522900,425400,97400,17500,1885000,5,4,Registered,Yes,5847000,Urban,Equipment Purchase,Yes,Approved
BL101318,38,Retail,3.0,311200,231400,78100,22800,1421000,3,2,Registered,No,3529000,Semi Urban,Business Expansion,Yes,Rejected
BL101319,29,Healthcare,8.7,315200,196300,129100,25500,1255000,5,0,Registered,Yes,3665000,Semi Urban,New Branch,Yes,Approved
BL101320,32,Construction,1.4,374200,257800,114600,25700,1401000,7,3,Registered,Yes,4498000,Semi Urban,Inventory,Yes,Approved
BL101321,41,Retail,17.9,224900,170400,50100,17500,522000,5,1,Registered,Yes,2546000,Semi Urban,Business Expansion,Yes,Approved
BL101322,40,Restaurant,3.2,201600,177800,16700,400,199000,2,1,Registered,Yes,2495000,Urban,Working Capital,No,Approved
BL101323,47,Transport,7.8,118700,74200,46800,6300,1071000,5,0,Registered,Yes,1356000,Urban,Technology Upgrade,Yes,Approved
BL101324,38,Retail,18.0,319000,271500,56500,2500,1648000,3,2,Registered,Yes,3599000,Urban,Working Capital,Yes,Approved
BL101325,45,Construction,4.4,234700,176900,52200,12600,1127000,7,2,Registered,Yes,3038000,Semi Urban,Business Expansion,Yes,Rejected
BL101326,26,Restaurant,6.0,131500,73600,59400,200,1143000,3,1,Registered,No,1495000,Semi Urban,Business Expansion,Yes,Rejected
BL101327,31,Retail,1.6,164600,98900,67300,22800,1199000,2,1,Registered,No,1898000,Urban,Business Expansion,No,Approved
BL101328,42,Construction,7.3,101100,84600,16500,2000,154000,1,0,Registered,Yes,1208000,Urban,Inventory,Yes,Rejected
BL101329,40,Manufacturing,2.2,272400,235300,30800,8500,739000,3,2,Registered,Yes,3528000,Urban,Inventory,No,Approved
BL101330,47,Restaurant,5.4,502300,338400,168700,15000,4704000,3,8,Registered,No,6428000,Urban,Inventory,Yes,Approved
BL101331,51,IT Services,1.3,100900,83000,20500,6600,307000,1,0,Unregistered,No,1145000,Urban,New Branch,No,Rejected
BL101332,51,IT Services,7.2,372100,270200,112100,42400,985000,10,1,Registered,No,4028000,Urban,New Branch,Yes,Approved
BL101333,54,Healthcare,4.7,410600,275600,139000,43700,3163000,5,2,Registered,Yes,4814000,Semi Urban,Business Expansion,No,Approved
BL101334,56,Transport,4.6,98900,69700,30900,2100,739000,5,0,Registered,Yes,1157000,Urban,Business Expansion,No,Rejected
BL101335,37,Education,1.1,57500,28700,26700,11200,251000,1,0,Unregistered,No,650000,Urban,Business Expansion,Yes,Rejected
BL101336,61,Healthcare,6.5,206400,133100,75700,23000,893000,3,0,Registered,No,2505000,Urban,Working Capital,No,Approved
BL101337,65,Other Services,4.6,179100,109500,71700,7500,1015000,3,3,Registered,Yes,2328000,Semi Urban,Working Capital,Yes,Approved
BL101338,28,Restaurant,3.2,174200,141100,31900,7700,439000,5,0,Registered,No,1902000,Rural,New Branch,No,Rejected
BL101339,35,Wholesale,2.5,390800,278400,112900,48600,1424000,3,3,Registered,Yes,4935000,Urban,Equipment Purchase,Yes,Approved
BL101340,43,Healthcare,8.4,160900,104500,54600,3600,1096000,2,0,Registered,Yes,1786000,Rural,Inventory,Yes,Approved
BL101341,42,Healthcare,6.8,848800,700000,122100,7500,3227000,5,2,Registered,Yes,10895000,Semi Urban,Business Expansion,Yes,Approved
BL101342,25,Healthcare,5.0,79100,38200,41800,7600,839000,5,0,Registered,Yes,999000,Rural,Business Expansion,Yes,Rejected
BL101343,31,IT Services,11.0,118100,65700,56800,0,560000,3,1,Registered,Yes,1447000,Urban,Business Expansion,Yes,Approved
BL101344,42,IT Services,11.2,117800,99500,16200,3500,152000,7,0,Registered,No,1518000,Urban,Business Expansion,Yes,Approved
BL101345,38,Retail,8.5,177700,135700,42200,13100,1232000,2,0,Registered,Yes,2223000,Semi Urban,Working Capital,No,Rejected
BL101346,46,Retail,5.8,466100,221000,232600,52500,1443000,3,3,Registered,Yes,6038000,Semi Urban,Equipment Purchase,Yes,Approved
BL101347,58,IT Services,8.0,101700,72000,30100,2700,856000,7,1,Registered,Yes,1243000,Semi Urban,Equipment Purchase,Yes,Rejected
BL101348,29,Restaurant,9.0,115600,59600,54500,18300,936000,5,2,Registered,Yes,1301000,Semi Urban,Inventory,No,Rejected
BL101349,61,Manufacturing,1.4,135800,84800,50600,8800,311000,3,0,Registered,Yes,1625000,Semi Urban,Inventory,Yes,Rejected
BL101350,57,Retail,6.9,188400,139300,52800,4300,627000,1,2,Registered,No,2151000,Urban,Business Expansion,No,Approved
BL101351,24,Construction,4.0,219000,148000,72200,17200,1501000,1,3,Registered,Yes,2852000,Urban,Business Expansion,Yes,Rejected
BL101352,29,Healthcare,2.2,157300,105600,51300,19500,563000,5,0,Registered,Yes,1815000,Urban,Working Capital,No,Rejected
BL101353,36,IT Services,6.0,91700,52500,37500,4200,1056000,3,0,Registered,Yes,1121000,Semi Urban,Technology Upgrade,No,Rejected
BL101354,31,Healthcare,9.3,187500,155600,34500,15200,233000,3,0,Registered,Yes,2211000,Semi Urban,Working Capital,No,Approved
BL101355,45,Education,8.6,469800,349800,109400,23200,1545000,3,5,Registered,No,5174000,Urban,Inventory,Yes,Approved
BL101356,46,Retail,5.7,344300,198100,155300,34000,2220000,2,5,Registered,Yes,3902000,Urban,New Branch,No,Approved
BL101357,41,Healthcare,6.8,151100,105200,46200,10000,1055000,5,3,Registered,Yes,1690000,Urban,Equipment Purchase,Yes,Rejected
BL101358,43,Retail,6.1,207500,132700,70500,8200,2092000,3,0,Registered,Yes,2445000,Semi Urban,Business Expansion,Yes,Rejected
BL101359,39,Retail,1.7,268200,163300,96800,1000,2787000,1,4,Registered,Yes,3202000,Urban,Inventory,Yes,Approved
BL101360,44,IT Services,4.2,338100,236300,99600,49100,1599000,10,2,Registered,Yes,3871000,Semi Urban,Equipment Purchase,Yes,Rejected
BL101361,57,Transport,6.0,499200,448000,47600,1100,1014000,3,4,Registered,Yes,6456000,Urban,Technology Upgrade,No,Approved
BL101362,23,IT Services,3.0,233600,132500,103200,39900,2895000,2,0,Registered,Yes,2571000,Semi Urban,Equipment Purchase,Yes,Rejected
BL101363,40,Manufacturing,9.1,98400,74100,22300,10200,535000,5,1,Registered,Yes,1165000,Rural,New Branch,Yes,Rejected
BL101364,44,Transport,1.3,79400,62800,17800,1700,171000,7,0,Registered,Yes,869000,Rural,Working Capital,No,Rejected
BL101365,39,Education,4.1,285400,212200,58700,17200,1647000,2,3,Registered,No,3547000,Rural,Technology Upgrade,No,Rejected
BL101366,43,Healthcare,4.6,83400,66600,16900,5100,284000,10,0,Registered,Yes,971000,Urban,Working Capital,No,Rejected
BL101367,51,Restaurant,9.2,324300,217600,102000,31000,1649000,5,0,Registered,Yes,4160000,Semi Urban,Working Capital,No,Approved
